categoryId,likeRatio,likes_log,views_log,dislikes_log,comment_log,days_lapse,durationHr,durationMin,durationSec,titleLength,tagCount
10,0.9848000623587185,10.838128877622877,13.308107404194057,5.966146739123692,7.902487437162855,2880.0,0,3,45,32,29
22,0.9527806925498427,9.608310798322087,13.012843110855583,5.886104031450156,7.326465613840322,2880.0,0,14,27,87,21
23,0.9368524913665516,11.494252199704608,14.188303702970385,8.070906088787819,8.386400901166214,2880.0,0,5,20,39,14
17,0.8946691324274343,9.374328222081633,14.056541177572242,6.484635235635252,7.569411792450712,4320.0,0,10,52,75,3
2,0.8838980968244,10.448627642716774,15.10291564194548,7.661997558901893,8.675222055641148,2880.0,0,5,39,52,0
10,0.9421951069205645,10.763715740473742,13.129609063903175,7.249215057114389,7.563200592358071,2880.0,0,3,44,46,33
17,0.9630507855062472,12.95815596439671,16.236889375696382,8.985445287623167,9.944293546928382,5760.0,0,25,49,29,46
24,0.9886004514672686,12.079318237184674,13.920809771743178,6.917705609835305,9.245610986058102,1440.0,0,5,23,80,12
10,0.9862064559408392,12.64718156447649,14.541699787600011,7.677400430514807,10.463960116191533,4320.0,0,2,10,17,2
26,0.947472117651198,10.921486137209993,14.094227311779031,7.30854279753919,8.893847217670283,2880.0,0,13,19,55,21
24,0.9806443998583737,10.13352727053818,12.62962976834391,5.5053315359323625,7.326465613840322,2880.0,0,2,58,62,9
28,0.9505189158186004,12.841275515278735,16.0503741495093,9.16701524723781,10.423471114086885,4320.0,0,11,28,45,13
17,0.9731220383748932,9.449357272446683,13.257560132542585,5.153291594497779,7.717796211013582,2880.0,0,9,15,86,28
10,0.9843708215718319,10.416071629316981,11.883205439342925,5.572154032177765,7.96693349840484,1440.0,0,2,57,48,6
1,0.991059939045039,11.674976284921824,13.710753193707399,6.269096283706261,9.756957759840232,2880.0,0,4,25,100,31
23,0.9940543806646526,10.62745487543596,12.655289851210837,4.812184355372417,8.591001118560957,2880.0,0,15,32,37,10
26,0.9845620837596711,10.920112187793817,13.123017163639526,6.063785208687608,9.52850315168155,2880.0,0,13,58,55,40
10,0.5412263186090683,10.36236703727893,14.273728761099036,9.150590367570409,8.657129031713755,2880.0,0,2,48,52,23
24,0.9511348133449088,10.068917241659864,13.454049895004117,6.3818160174060985,7.760893195851024,2880.0,0,14,16,41,6
2,0.9737339777264131,9.147720009994515,12.421224346914832,4.8283137373023015,6.535241271013659,2880.0,0,31,52,82,21
29,0.9691340613289278,10.103730883964005,12.313455115659634,5.948034989180646,7.664815785285735,2880.0,0,5,50,9,21
22,0.9222385979687391,11.470675367863398,14.814138225296105,8.263074835802596,9.131621787264777,4320.0,0,17,12,30,0
28,0.9577803059031728,8.954673628956414,12.153188612904955,5.117993812416755,6.878326468291325,1440.0,0,9,29,54,18
10,0.9647866108786611,10.287013753125539,12.963330130556017,6.26530121273771,7.635303886259415,4320.0,0,2,44,38,22
2,0.9488947253228277,9.787459226476006,13.134987358589699,6.1463292576688975,8.022240916806537,2880.0,0,18,40,70,10
20,0.9695426262107897,11.24841289454509,14.296285344459337,7.079184394609668,9.036225051729327,4320.0,0,1,24,47,23
24,0.9937737297672511,12.15251362843561,14.333633292936748,6.3835066348840055,8.717518372649767,2880.0,0,22,4,41,18
10,0.9122224527910355,11.613494519891924,15.046336663301469,8.532278828834277,8.916237731721479,5760.0,0,3,15,77,23
24,0.9805669828046198,12.346399645621451,14.770282113956698,7.722234744709607,8.480944058741116,1440.0,0,3,28,76,21
10,0.9886495007882291,9.84808054526439,12.582973656513586,4.68213122712422,7.6787889981991535,2880.0,0,0,0,55,25
17,0.9198583842935307,8.693664334532016,13.318849146446485,5.517452896464707,7.633853559681768,2880.0,0,11,27,73,3
28,0.9060895084372708,7.1693500166706,11.528227784978672,4.1588830833596715,5.575949103146316,2880.0,0,6,50,35,13
20,0.8987761346251912,11.313461818509015,14.014235179233628,8.381831553485561,9.633383412358416,4320.0,0,1,30,48,35
2,0.975464527027027,10.753189663252995,13.646410017100944,6.364750756851911,8.983314293397749,2880.0,0,19,28,20,26
20,0.9637975618766161,10.657917961512972,13.686334239650318,6.664409020350408,8.661466680572662,4320.0,0,2,12,47,20
27,0.9546061415220294,9.891617379965641,12.974830418743991,6.129050210060545,7.1316985104669115,2880.0,0,15,49,56,10
17,0.9403987863025575,9.099743950634156,13.6018011151745,5.616771097666572,7.470224135899966,4320.0,0,12,42,59,3
24,0.9770798266661892,10.22567974145047,13.293790808110474,5.768320995793772,6.6895992691789665,4320.0,0,11,11,41,25
28,0.954266753228017,9.51384657977485,13.222740697541672,5.75890177387728,7.22402480828583,2880.0,0,15,59,42,25
22,0.9900422450211225,10.180361426271306,12.77711433707753,4.882801922586371,7.679713639966372,2880.0,0,12,32,28,27
26,0.9543726235741445,9.286745703178589,12.22183279930373,5.529429087511423,6.461468176353717,4320.0,0,5,34,64,28
28,0.9584226766382511,12.140119791361665,15.052920556168496,8.287780027088433,9.911852468867755,4320.0,0,11,57,39,18
24,0.9927024668834774,12.210940776927034,14.55575933500818,6.601230118728877,8.555836815008442,4320.0,0,22,51,41,18
10,0.9743658931462493,10.284250048003921,12.675335375377722,5.940171252720432,7.492760300922379,4320.0,0,5,39,31,12
24,0.9553968325723672,11.080340926931147,13.751591578204637,7.299797366758161,8.31996102188653,2880.0,0,2,25,15,6
22,0.9502470991727354,12.286043042897075,15.115504380298276,8.617400451833262,9.379661116592885,5760.0,0,5,37,50,0
10,0.9351034915325109,10.049274784602108,13.415428435556848,6.654152520183219,7.364547014255642,5760.0,0,3,14,83,15
10,0.9759311025080215,14.052202711058278,16.206594504439394,9.644328147017548,11.426572053292123,4320.0,0,3,53,34,12
23,0.989341680369277,11.517076836092704,13.44710132142988,6.2878585601617845,8.812545770172237,4320.0,0,4,19,25,12
24,0.9737168771412966,10.995830228190643,14.322878009138162,6.677083461247136,8.358900612421644,4320.0,0,1,0,40,20
10,0.9908117471862875,13.28712668639714,15.058559930439715,7.908754738783246,11.315595848548998,4320.0,0,3,15,31,7
22,0.9549306443213559,10.628472489944825,13.56732992848824,6.858565034791365,7.9017475185201445,4320.0,0,10,10,61,18
27,0.9851273576841986,11.151582499896955,13.758151535768521,6.257667587882639,8.250097752572845,4320.0,0,13,42,39,3
2,0.9469974984444642,11.247187516023597,15.365607936288322,7.643482907077201,9.364691031806107,5760.0,0,2,5,76,28
29,0.9743520932372336,10.849317668987577,12.4809999709271,6.505784060128229,9.126523885883072,4320.0,0,12,26,65,31
28,0.9487499257675633,10.398641006907823,13.6952834129044,6.760414691083428,7.789040401657477,4320.0,0,18,39,34,22
10,0.9506834730698303,10.845485016753688,13.51795187194214,7.167809184316444,8.151044945685024,5760.0,0,3,8,40,22
24,0.9683056417186204,10.374896443938328,13.81642613869229,6.246106765481563,6.932447891572509,1440.0,0,2,44,97,27
10,0.981038299294157,10.073905204827259,12.94633716329296,5.424950017481403,7.369600720526409,4320.0,0,3,46,55,23
28,0.9044178025948432,8.6652683094816,12.466261468516732,5.673323267171493,6.289715570908998,4320.0,0,5,58,37,18
28,0.9068519658721084,9.984099329028517,13.537744492344256,6.9650803456014065,7.781973234434385,4320.0,0,18,15,27,19
10,0.9789254910111191,10.770756093324689,13.47872787315901,6.2285110035911835,7.9208096792886,4320.0,0,4,0,58,25
10,0.990611721258593,11.807205721450236,13.604747550458992,6.450470422144176,8.972463821059907,4320.0,0,2,24,43,0
22,0.9937399431304693,11.41255249082344,13.025215710454026,5.648974238161206,7.954372272531867,4320.0,0,28,47,15,0
24,0.9815398815475732,9.463508636396089,13.47945863299974,4.787491742782046,6.728628613084702,2880.0,0,6,6,97,30
27,0.959135959339263,9.866460431699052,12.74674149710434,5.996452088619021,7.31455283232408,4320.0,0,10,58,28,18
24,0.9564375605033882,9.403107186631676,12.785443440580334,5.598421958998375,7.400620577371135,4320.0,0,12,4,39,12
24,0.9918190905424127,13.026552672358141,14.983633050946295,7.531552381407289,9.771440771615795,4320.0,0,4,3,56,14
24,0.9255993386607881,8.158802490694002,14.69975071370526,4.90527477843843,5.840641657373398,4320.0,0,2,1,48,18
26,0.9778673391273022,11.383329176799155,14.041909604399136,6.890609120147166,8.255568653283746,5760.0,0,22,5,50,11
10,0.9322159491884262,10.910697017730893,13.549078430951369,7.560601162768557,8.57130251706327,4320.0,0,4,5,20,14
20,0.9653096886932885,9.627931659882188,12.42459754728434,5.5909869805108565,7.670428522190693,4320.0,0,1,27,52,18
24,0.9928646195144798,12.66665074369125,14.806075019682158,7.034387929915503,9.283219017388756,5760.0,0,21,41,58,18
28,0.93849441937782,9.007367027451355,12.746164795819613,5.556828061699537,7.016609683894219,4320.0,0,12,8,58,23
22,0.9270290936896916,11.282039518517859,14.393216583523442,8.00836557031292,8.330863613224745,7200.0,0,8,37,54,18
28,0.892234668691855,10.123265446374036,13.938451822609089,7.257707677160043,7.659642954564682,4320.0,0,18,50,32,36
17,0.881939564300773,9.502263438685219,13.984946956509098,6.733401891837359,7.684324067681155,5760.0,0,7,8,99,3
24,0.9549524679167286,11.835668167107169,14.913224109555847,8.065265208897733,9.101083386039234,7200.0,0,4,56,56,19
24,0.967325112854849,11.77429692908219,14.47877980536582,7.676473646389156,9.104090572133472,7200.0,0,10,3,22,0
23,0.8847428324448927,9.478992518521158,13.270459192047515,6.684611727667927,7.424761761823209,5760.0,0,3,12,93,29
17,0.9329143341232499,11.343571464800565,15.013567498020905,7.982757702011113,8.233768709217097,4320.0,0,2,29,60,31
17,0.8967714528462192,9.097171673870545,13.098515258129078,6.186208623900494,7.878155336503324,4320.0,0,15,20,83,21
22,0.9289091811414392,12.4004956831408,15.348480515675158,9.099743950634156,8.942460926820582,7200.0,0,15,42,37,12
10,0.9838779196643637,14.0886534468649,16.780250337531687,9.276034475171546,12.543651412577868,5760.0,0,4,42,26,0
20,0.9407240925908938,11.751430423397137,15.18724747174918,8.262816937670928,8.853236764745898,7200.0,0,13,48,44,16
24,0.9721604353236236,12.630974300863489,16.221943282784302,8.370547611074752,10.963376337755056,5760.0,0,3,47,28,10
24,0.983483626008543,9.254165851516213,13.150579531123796,4.465908118654584,6.131226489483141,2880.0,0,4,49,97,31
17,0.9109374246152362,9.893639216481313,14.410643506062575,6.827629234502852,8.744966011114109,4320.0,0,13,37,50,33
25,0.9028213166144201,7.507141079727608,12.225517365647965,4.532599493153256,6.6039438246004725,4320.0,0,2,35,32,2
1,0.9987193015684046,11.615536203453724,12.859818696662801,4.2626798770413155,8.259975659768276,5760.0,0,0,0,16,0
26,0.6858663891446184,9.955083301179778,13.351037208492658,8.274866820685254,7.97728198675515,5760.0,0,17,43,70,33
17,0.926107836716874,9.778321076243234,14.359334885961822,6.517671272912275,7.913155185928068,4320.0,0,15,20,45,32
17,0.8568257491675916,7.422373700986824,12.49324959042651,4.859812404361672,5.814130531825066,4320.0,0,8,27,73,32
10,0.9705798830010791,9.761232504955258,12.871211221670807,5.556828061699537,6.466144724237619,7200.0,0,2,18,32,9
23,0.9948406676783005,12.34607368975299,14.300350458432503,6.38856140554563,9.330520532232288,5760.0,0,3,1,37,0
27,0.9782116527022582,11.535000019288539,14.027028391748509,7.026426808699636,9.27706400401909,5760.0,0,3,24,20,7
10,0.9902220802045055,10.34631266940137,12.609044648432626,5.030437921392435,7.952263308657046,5760.0,0,2,14,68,4
27,0.9897385361882625,11.439063616371772,13.798412210804212,6.171700597410915,9.601909374892236,5760.0,0,19,49,14,0
10,0.9688667720609371,11.604547032017452,14.248123149179863,7.457609289715606,8.155936337972394,5760.0,0,2,48,48,5
10,0.9737966186869593,12.706629727819365,15.434288317914802,8.384804003370492,9.734832186505988,7200.0,0,2,44,73,5
24,0.9697949441249865,10.723025063923394,13.239346092889942,6.54534966033442,7.936660155225426,5760.0,0,3,40,100,55
23,0.9427874952578518,11.698117896855866,14.942871936031677,8.173011311724972,9.279306576440906,7200.0,0,13,21,28,42
28,0.9778465079479249,11.320480842405289,14.352770885753895,6.828712071641684,8.475120414994329,7200.0,0,21,43,72,39
10,0.9771251132099884,12.160107237976545,14.881672655017073,7.700747794511798,9.248021438943871,7200.0,0,3,51,79,17
26,0.9908822862327058,11.38256617874935,13.667019830345223,5.996452088619021,8.793612071589308,5760.0,0,13,38,34,44
23,0.956845799135756,10.426350436912623,13.310940328360791,6.612041034833092,7.509335266016592,5760.0,0,5,49,29,18
17,0.9458663229607807,9.26558584620216,13.52669851400175,5.683579767338681,6.359573868672378,5760.0,0,1,58,70,21
20,0.959872,12.52673121692826,15.339995192251452,8.63817111796914,10.578445303895863,8640.0,0,13,28,49,25
28,0.7155092592592592,8.910720661951359,12.626304848075835,7.113956109566034,6.498282149476434,5760.0,0,8,26,60,7
24,0.9807618314736437,9.462654300590172,13.281667043478066,4.8283137373023015,6.706862336602747,4320.0,0,5,50,98,32
10,0.9923133210692964,11.889064743696563,14.224463576235577,6.331501849893691,8.51097389160232,7200.0,0,2,42,31,24
17,0.9046793760831889,7.6953031349635665,11.934591952416401,4.700480365792417,6.3473892096560105,5760.0,0,5,40,93,35
2,0.8941630102380003,8.871084263978354,13.553303881079207,5.986452005284438,6.558197802812269,7200.0,0,2,1,27,5
27,0.9654419789014187,9.981003994963956,12.727787762958243,5.940171252720432,8.021256180143997,5760.0,0,3,52,62,14
23,0.9487233705132949,9.821843563495618,12.997321560423362,6.184148890937483,8.095293776844649,7200.0,0,4,12,26,20
24,0.973521889574244,8.788593431293735,11.948615819863099,4.477336814478207,7.490529402060711,5760.0,0,31,32,60,37
24,0.8004464934864983,11.564055746071835,15.899579252839995,9.36434818445553,9.464827539570322,7200.0,0,12,57,34,41
19,0.9542215088282504,10.323414252585296,13.975825059495138,6.569481420414296,8.03073492409854,7200.0,0,12,0,27,8
20,0.984633250083515,11.040999990161794,13.69216256662537,6.180016653652572,8.57828829077605,5760.0,0,16,3,39,32
17,0.8906671461967272,9.260462981379394,13.610456156978767,6.410174881966167,8.429235912657095,7200.0,0,9,20,94,5
17,0.9177890502011544,9.995519637982621,14.617794166444343,6.84587987526405,8.754002933494261,7200.0,0,11,44,51,31
1,0.9848285223779295,10.1208946819984,12.747527372347804,5.247024072160486,7.200424892944957,7200.0,0,8,40,34,21
10,0.895639534883721,10.169077378513093,13.232151875063893,7.269616749608169,8.261526448396468,7200.0,0,3,21,37,11
26,0.9679557619368332,10.23131539091714,13.486559168736331,6.113682179832232,7.617759576608505,7200.0,0,13,2,58,34
24,0.9611680041943967,11.660974711710935,14.772564274617643,7.738923757439457,9.925787060030896,8640.0,0,14,27,72,21
10,0.9669748600760691,11.465991077781014,14.547977485235055,7.379008127628304,9.18993356219852,8640.0,0,4,26,100,14
22,0.97701062215478,10.168041725095886,12.708349835326205,5.713732805509369,6.371611847231857,7200.0,0,8,7,28,16
26,0.9608961787603256,9.710994440420677,12.732994034661017,5.796057750765372,6.573680166960646,7200.0,0,19,6,71,14
24,0.9735039909318471,10.640292702435536,13.54616075131107,6.329720905522696,8.325548307161398,8640.0,0,13,1,30,30
24,0.9482956583379141,14.135413420402823,16.893177824612987,10.50624492836807,11.470362372284514,7200.0,0,24,5,38,4
24,0.9753887966178469,9.479068956510876,13.024655725960223,5.093750200806762,6.703188113240863,5760.0,0,12,56,24,14
17,0.8026992287917738,8.632305998516742,12.504709494705477,6.419994928147142,6.856461984594587,5760.0,0,10,2,47,23
17,0.9354519074244462,9.523178364309082,12.702489966435271,6.1224928095143865,7.336285660021297,7200.0,0,12,7,78,30
17,0.7894236356912674,9.737196812814702,14.534898420529249,7.597396320212795,8.789507786736896,7200.0,0,3,15,100,16
28,0.9600869025450031,10.36018428646371,13.750878165754285,6.466144724237619,7.53955882930103,7200.0,1,20,11,16,0
17,0.9484926003232944,11.036146937843293,14.075895942663172,7.403061091090091,9.865318286418624,8640.0,0,17,42,52,21
23,0.9681911966987621,9.345482965918476,12.49697951273757,5.220355825078324,6.139884552226255,7200.0,0,20,57,54,16
17,0.9275522975147505,10.20181278508639,14.325214953388627,6.920671504248683,8.360305435879093,8640.0,0,30,49,77,31
24,0.9763909190149315,11.578881730632917,14.861718408837788,7.151485463904735,9.168893182062009,7200.0,0,7,50,49,14
26,0.9519762083968204,10.881155564085187,13.79746267021176,7.176254532017144,8.201934351194222,7200.0,0,9,45,60,25
24,0.9584917802609255,11.804893340234718,14.800226373497708,7.950854857719988,8.634620608292202,8640.0,0,3,30,99,23
17,0.9609797476407592,9.132054453577638,13.363184947690828,5.214935757608986,7.243512974665482,7200.0,0,16,34,82,29
10,0.9678590974675357,10.585371540817363,13.83707046387099,6.470799503782602,7.918264686095274,7200.0,0,12,39,49,4
24,0.9893813029043427,12.31718906415018,14.857119950110755,7.084226422097916,8.32239411311117,8640.0,0,15,36,23,9
22,0.9825763494686478,11.873190955175883,14.574790457003672,7.138866999945524,9.386140711779872,10080.0,0,26,2,59,30
26,0.9795062693329271,11.914556565990624,14.255301727631048,7.344072850573066,9.360741172643708,8640.0,0,20,37,39,0
10,0.9584048027444254,9.119758993744945,12.432123965185454,5.267858159063328,6.0844994130751715,7200.0,2,43,20,37,0
20,0.9819364909961212,11.731442329657444,14.809169285194493,7.033506484287697,8.959697146959389,5760.0,0,0,0,40,28
22,0.8988096470344685,10.733370361669143,14.77185242732473,7.8013913202914855,8.13593277200489,10080.0,0,7,3,31,29
17,0.8570429919608529,8.577911926450943,13.975006924116284,6.013715156042802,6.9726062513017535,7200.0,0,1,14,61,15
24,0.9922674750670005,10.028930068226643,12.973271546661751,4.477336814478207,6.62273632394984,8640.0,0,1,50,66,34
24,0.9611894842267124,12.48133415110649,16.042626352620434,8.558718938244736,10.461416203770762,8640.0,0,5,27,74,11
22,0.9192955181770417,12.493748467962423,15.554287411968652,9.324829098460881,8.598220030058611,10080.0,0,29,39,32,9
10,0.9835125787653385,9.94908214009452,13.041289972077744,5.159055299214529,6.795705775173514,7200.0,0,33,42,46,11
23,0.8510295658156006,10.988592357845736,13.992654567697278,8.46884293047519,8.367532416861831,8640.0,0,4,33,39,18
20,0.9691985016346165,13.519247776299256,16.561248246147102,9.36142922633904,11.092427934028102,8640.0,0,3,26,67,12
20,0.9800869221651521,9.435801236245553,11.880827152523427,4.836281906951478,7.129297548929373,4320.0,0,1,29,44,9
23,0.9913277196287484,11.716820955187995,13.729371890961572,6.280395838960195,8.797850648931053,7200.0,0,2,36,39,4
17,0.6233207480902625,9.131729971394272,13.219682447128337,7.6708948313621175,8.131530710604252,7200.0,0,9,34,61,25
28,0.940759160389088,9.493110400066943,13.494188968468256,6.003887067106539,7.3453648404168685,5760.0,0,7,28,66,18
10,0.9960472848171408,12.283644611125057,13.611400956236276,6.059123195581797,9.222170123729759,7200.0,0,0,0,29,8
25,0.35875799525539775,10.719913749256245,15.192992705329958,9.968994354738248,10.97529374678373,10080.0,1,0,0,58,18
10,0.9609425631010914,11.63926732472926,14.690711342755426,7.723120092266331,9.172015257654515,10080.0,0,2,54,69,0
10,0.9700538004864404,14.36183497713277,17.02044991990043,10.17542126801977,11.486725216467754,10080.0,0,2,38,60,12
26,0.9829066208852728,10.187349838885044,12.37245535102262,5.43372200355424,7.2682230211595655,5760.0,0,6,19,83,13
10,0.9691107310816588,9.82135516299751,12.872257076186798,5.666426688112432,7.15305163493748,8640.0,0,3,48,46,9
24,0.9874948424159711,10.351692814320451,12.4143502440939,5.2832037287379885,7.340186835320115,7200.0,0,2,37,26,14
24,0.9666114988846514,9.522593098362169,12.590722613924418,5.44673737166631,7.1785454837637,8640.0,0,8,40,46,16
10,0.9433362701327499,11.494303140842133,14.072238970813135,7.959275960116396,9.572689189010719,10080.0,0,3,41,22,45
22,0.9200096180819941,10.083932349317223,12.74184353289441,6.905753276311464,8.30844552038576,8640.0,0,15,7,28,34
25,0.8600662074160998,11.762843363000993,16.18127972399505,9.175645402179295,11.512855462520115,1440.0,1,59,15,66,12
10,0.9729585758167562,14.736980653746397,17.057529581065978,10.447061062761922,12.198529265645048,1440.0,0,2,58,42,22
10,0.9782139010531883,11.940569459799834,14.332024969847733,7.4318919168078,9.525297086562844,1440.0,0,4,26,62,33
10,0.9718474328869708,11.26030160833351,14.356416983628609,7.011213987350367,8.463792414689122,1440.0,0,3,55,38,30
10,0.964463993749367,11.125570376034382,14.29892202409355,7.113142108707088,8.707813551024888,1440.0,0,1,39,40,10
23,0.9713337454853089,11.011802616665623,13.484263844484474,6.78105762593618,8.657302899400882,1440.0,0,11,0,79,13
10,0.9588084332261313,10.313907034109423,13.084352012694346,6.452048954437226,7.6004023345004,1440.0,0,2,37,38,29
20,0.9748058984668627,12.877607963113658,15.719192217896982,8.515992470839718,10.089884128483222,1440.0,0,8,24,39,0
22,0.9863727341121694,11.155778981302682,13.705348533490254,6.173786103901937,8.595449689382004,1440.0,0,26,1,46,29
26,0.9492616725141689,10.830876471076316,14.166159683068566,7.182352111885263,8.429017500512511,1440.0,0,9,31,48,0
10,0.9667980381853214,12.321938288608138,14.957269816302086,8.240385115516334,9.627668172626858,2880.0,0,3,0,42,26
17,0.9331679556398658,8.798454696065095,13.713182107613735,5.43372200355424,5.455321115357702,1440.0,1,38,46,29,7
17,0.9174241780647354,9.331229689251636,14.026693262692355,6.186208623900494,5.849324779946859,1440.0,1,37,0,33,7
17,0.9434489561071839,8.684570300824369,13.413150623809525,5.147494476813453,5.337538079701318,0.0,1,30,30,29,7
24,0.9518847456100179,12.46840998655831,14.666479528715152,8.765458531504226,9.993693820422276,1440.0,0,2,29,48,22
10,0.9030576984141808,12.917884551319274,15.937177309197498,9.940783337279825,10.091294039560653,1440.0,0,2,57,17,22
28,0.8992527854564769,11.272991744348545,14.284838333872587,8.336390480591552,8.833754223418396,1440.0,0,11,11,40,24
10,0.9813162065226457,12.908719560390402,15.140356020144663,8.244859395911256,10.001339952703633,1440.0,0,3,6,83,0
17,0.9590487091440926,8.949235314374855,12.82917550917096,5.081404364984463,7.271008538280992,0.0,0,29,11,77,31
10,0.9676466243167381,9.49694686620103,12.094917596164011,5.389071729816501,6.738152494595957,1440.0,0,5,49,44,0
1,0.9853762419974814,11.922130238471679,14.411793251409879,7.011213987350367,8.65834547117212,1440.0,0,1,1,25,29
24,0.9778539558167374,10.50092197226688,12.76388967380986,6.008813185442595,9.441531454869693,1440.0,0,5,33,59,0
28,0.9345357381429525,10.99151063964997,14.182354719689771,7.605392364814935,8.750683034784592,1440.0,0,12,15,58,21
22,0.9221119712177899,11.517305857029207,14.665927691214726,8.311398278436641,8.75273950944749,2880.0,0,15,8,39,38
10,0.9868342104812028,12.75907806159167,14.840371887664947,7.742402021815782,9.732995747495751,1440.0,0,2,54,39,24
10,0.947515170218645,12.511194261275495,15.277443326666775,8.89740886527095,9.19339765124587,1440.0,0,3,49,49,23
28,0.9383289571130411,10.960930564166167,13.671432313746315,7.513163545234075,9.271811694064283,0.0,0,27,7,42,33
10,0.9595759477293311,12.398051585982028,15.081933798645336,8.51699317141357,9.493185766536437,2880.0,0,2,58,67,10
10,0.979333914629624,11.50030617561385,14.117304093716944,6.93828448401696,8.567125560164447,2880.0,0,2,59,47,22
22,0.9764546065560492,13.452331651901149,15.728340246727523,9.022201929860664,10.4927176196763,4320.0,0,5,55,35,0
23,0.9732944180955856,10.205220448210568,13.249876697703288,5.902633333401366,7.496097345175956,1440.0,0,19,30,42,28
10,0.9661268103591562,12.762709715773395,14.690329917851592,8.701512750872865,10.208911306464065,1440.0,0,3,13,83,29
10,0.9858335163628377,9.80272754938498,12.053422505995677,4.859812404361672,6.889591308354466,1440.0,0,3,44,73,28
28,0.9615480029769288,9.668650902630873,12.942609720730877,5.736572297479192,8.37793112408273,1440.0,0,8,52,58,21
24,0.9669422072499256,12.535106572101816,14.923149648854004,8.449128460502108,9.845911404398532,1440.0,0,14,59,38,33
25,0.7105495670613182,9.177817180270623,13.530031390667578,7.401231264413015,9.226115291091546,2880.0,0,37,40,65,18
10,0.9702860472151572,13.175998926570239,15.493655914488135,8.981681639973862,10.784751962486604,1440.0,0,3,33,42,21
17,0.9540327129159617,10.922912323307218,14.409631562951812,7.1731917424865985,8.120291313968561,0.0,0,5,0,80,26
28,0.9024492359221269,8.421562960400987,12.073346642777855,5.4510384535657,6.732210706467206,1440.0,0,20,56,49,22
22,0.9853899723275059,11.23442775352394,13.919051318872324,6.322565239927284,8.541690663016626,2880.0,0,16,24,27,24
28,0.8927691963286322,9.042513261332681,12.555196652765957,6.171700597410915,6.484635235635252,1440.0,0,7,17,60,4
24,0.9692549019607843,9.437794618877478,13.223286863991332,5.278114659230517,6.395261598115449,1440.0,0,6,2,97,33
20,0.9774030701603764,10.267783383606222,12.941867353311139,5.796057750765372,7.804659297056102,2880.0,0,13,49,42,33
23,0.9948388043637787,12.00215557517956,13.924765779399667,6.045005314036012,9.226508953137767,2880.0,0,3,9,49,0
20,0.9849563705014047,11.108934270118064,13.665562866527255,6.226536669287466,7.3796321526095525,1440.0,0,6,7,81,6
17,0.9781844191452584,9.716796463224231,12.454228758245675,5.209486152841421,6.257667587882639,1440.0,0,18,13,55,16
