publishedAt,categoryId,trending_date,likeRatio,likes_log,views_log,dislikes_log,comment_log,days_lapse,durationHr,durationMin,durationSec,titleLength,tagCount
2020-10-19 22:00:05,17,2020-10-23 00:00:00,0.9630507855062472,12.95815596439671,16.236889375696382,8.985445287623167,9.944293546928382,4 days 00:00:00.000000000,0,25,49,29,46
2020-10-22 11:22:41,24,2020-10-23 00:00:00,0.9886004514672686,12.079318237184674,13.920809771743178,6.917705609835305,9.245610986058102,1 days 00:00:00.000000000,0,5,23,80,12
2020-10-20 18:07:57,10,2020-10-23 00:00:00,0.9862064559408392,12.64718156447649,14.541699787600011,7.677400430514807,10.463960116191533,3 days 00:00:00.000000000,0,2,10,17,2
2020-10-21 00:00:00,26,2020-10-23 00:00:00,0.947472117651198,10.921486137209993,14.094227311779031,7.30854279753919,8.893847217670283,2 days 00:00:00.000000000,0,13,19,55,21
2020-10-21 18:15:09,24,2020-10-23 00:00:00,0.9806443998583737,10.13352727053818,12.62962976834391,5.5053315359323625,7.326465613840322,2 days 00:00:00.000000000,0,2,58,62,9
2020-10-20 13:01:24,28,2020-10-23 00:00:00,0.9505189158186004,12.841275515278735,16.0503741495093,9.16701524723781,10.423471114086885,3 days 00:00:00.000000000,0,11,28,45,13
2020-10-21 20:00:05,17,2020-10-23 00:00:00,0.9731220383748932,9.449357272446683,13.257560132542585,5.153291594497779,7.717796211013582,2 days 00:00:00.000000000,0,9,15,86,28
2020-10-22 19:00:10,10,2020-10-23 00:00:00,0.9843708215718319,10.416071629316981,11.883205439342925,5.572154032177765,7.96693349840484,1 days 00:00:00.000000000,0,2,57,48,6
2020-10-21 13:54:48,1,2020-10-23 00:00:00,0.991059939045039,11.674976284921824,13.710753193707399,6.269096283706261,9.756957759840232,2 days 00:00:00.000000000,0,4,25,100,31
2020-10-21 16:47:36,23,2020-10-23 00:00:00,0.9940543806646526,10.62745487543596,12.655289851210837,4.812184355372417,8.591001118560957,2 days 00:00:00.000000000,0,15,32,37,10
2020-10-21 18:01:51,26,2020-10-23 00:00:00,0.9845620837596711,10.920112187793817,13.123017163639526,6.063785208687608,9.52850315168155,2 days 00:00:00.000000000,0,13,58,55,40
2020-10-21 17:36:36,10,2020-10-23 00:00:00,0.5412263186090683,10.36236703727893,14.273728761099036,9.150590367570409,8.657129031713755,2 days 00:00:00.000000000,0,2,48,52,23
2020-10-21 22:03:48,24,2020-10-23 00:00:00,0.9511348133449088,10.068917241659864,13.454049895004117,6.3818160174060985,7.760893195851024,2 days 00:00:00.000000000,0,14,16,41,6
2020-10-21 14:52:59,2,2020-10-23 00:00:00,0.9737339777264131,9.147720009994515,12.421224346914832,4.8283137373023015,6.535241271013659,2 days 00:00:00.000000000,0,31,52,82,21
2020-10-21 21:15:10,29,2020-10-23 00:00:00,0.9691340613289278,10.103730883964005,12.313455115659634,5.948034989180646,7.664815785285735,2 days 00:00:00.000000000,0,5,50,9,21
2020-10-20 13:00:59,22,2020-10-23 00:00:00,0.9222385979687391,11.470675367863398,14.814138225296105,8.263074835802596,9.131621787264777,3 days 00:00:00.000000000,0,17,12,30,0
2020-10-22 02:22:01,28,2020-10-23 00:00:00,0.9577803059031728,8.954673628956414,12.153188612904955,5.117993812416755,6.878326468291325,1 days 00:00:00.000000000,0,9,29,54,18
2020-10-20 17:00:09,10,2020-10-23 00:00:00,0.9647866108786611,10.287013753125539,12.963330130556017,6.26530121273771,7.635303886259415,3 days 00:00:00.000000000,0,2,44,38,22
2020-10-21 00:00:02,2,2020-10-23 00:00:00,0.9488947253228277,9.787459226476006,13.134987358589699,6.1463292576688975,8.022240916806537,2 days 00:00:00.000000000,0,18,40,70,10
2020-10-20 15:00:12,20,2020-10-23 00:00:00,0.9695426262107897,11.24841289454509,14.296285344459337,7.079184394609668,9.036225051729327,3 days 00:00:00.000000000,0,1,24,47,23
2020-10-21 17:00:10,24,2020-10-23 00:00:00,0.9937737297672511,12.15251362843561,14.333633292936748,6.3835066348840055,8.717518372649767,2 days 00:00:00.000000000,0,22,4,41,18
2020-10-19 14:00:05,10,2020-10-23 00:00:00,0.9122224527910355,11.613494519891924,15.046336663301469,8.532278828834277,8.916237731721479,4 days 00:00:00.000000000,0,3,15,77,23
2020-10-22 03:00:00,24,2020-10-23 00:00:00,0.9805669828046198,12.346399645621451,14.770282113956698,7.722234744709607,8.480944058741116,1 days 00:00:00.000000000,0,3,28,76,21
2020-10-21 16:00:30,10,2020-10-23 00:00:00,0.9886495007882291,9.84808054526439,12.582973656513586,4.68213122712422,7.6787889981991535,2 days 00:00:00.000000000,0,0,0,55,25
2020-10-21 19:02:28,17,2020-10-23 00:00:00,0.9198583842935307,8.693664334532016,13.318849146446485,5.517452896464707,7.633853559681768,2 days 00:00:00.000000000,0,11,27,73,3
2020-10-21 17:02:50,28,2020-10-23 00:00:00,0.9060895084372708,7.1693500166706,11.528227784978672,4.1588830833596715,5.575949103146316,2 days 00:00:00.000000000,0,6,50,35,13
2020-10-20 15:00:10,20,2020-10-23 00:00:00,0.8987761346251912,11.313461818509015,14.014235179233628,8.381831553485561,9.633383412358416,3 days 00:00:00.000000000,0,1,30,48,35
2020-10-21 19:34:03,2,2020-10-23 00:00:00,0.975464527027027,10.753189663252995,13.646410017100944,6.364750756851911,8.983314293397749,2 days 00:00:00.000000000,0,19,28,20,26
2020-10-20 13:59:34,20,2020-10-23 00:00:00,0.9637975618766161,10.657917961512972,13.686334239650318,6.664409020350408,8.661466680572662,3 days 00:00:00.000000000,0,2,12,47,20
2020-10-21 14:54:21,27,2020-10-23 00:00:00,0.9546061415220294,9.891617379965641,12.974830418743991,6.129050210060545,7.1316985104669115,2 days 00:00:00.000000000,0,15,49,56,10
2020-10-20 21:00:55,17,2020-10-23 00:00:00,0.9403987863025575,9.099743950634156,13.6018011151745,5.616771097666572,7.470224135899966,3 days 00:00:00.000000000,0,12,42,59,3
2020-10-20 20:00:01,24,2020-10-23 00:00:00,0.9770798266661892,10.22567974145047,13.293790808110474,5.768320995793772,6.6895992691789665,3 days 00:00:00.000000000,0,11,11,41,25
2020-10-21 19:40:26,28,2020-10-23 00:00:00,0.954266753228017,9.51384657977485,13.222740697541672,5.75890177387728,7.22402480828583,2 days 00:00:00.000000000,0,15,59,42,25
2020-10-21 22:00:09,22,2020-10-23 00:00:00,0.9900422450211225,10.180361426271306,12.77711433707753,4.882801922586371,7.679713639966372,2 days 00:00:00.000000000,0,12,32,28,27
2020-10-20 17:00:09,26,2020-10-23 00:00:00,0.9543726235741445,9.286745703178589,12.22183279930373,5.529429087511423,6.461468176353717,3 days 00:00:00.000000000,0,5,34,64,28
2020-10-20 13:00:16,28,2020-10-23 00:00:00,0.9584226766382511,12.140119791361665,15.052920556168496,8.287780027088433,9.911852468867755,3 days 00:00:00.000000000,0,11,57,39,18
2020-10-20 17:00:10,24,2020-10-23 00:00:00,0.9927024668834774,12.210940776927034,14.55575933500818,6.601230118728877,8.555836815008442,3 days 00:00:00.000000000,0,22,51,41,18
2020-10-20 16:00:09,10,2020-10-23 00:00:00,0.9743658931462493,10.284250048003921,12.675335375377722,5.940171252720432,7.492760300922379,3 days 00:00:00.000000000,0,5,39,31,12
2020-10-21 00:45:05,24,2020-10-23 00:00:00,0.9553968325723672,11.080340926931147,13.751591578204637,7.299797366758161,8.31996102188653,2 days 00:00:00.000000000,0,2,25,15,6
2020-10-19 18:47:41,22,2020-10-23 00:00:00,0.9502470991727354,12.286043042897075,15.115504380298276,8.617400451833262,9.379661116592885,4 days 00:00:00.000000000,0,5,37,50,0
2020-10-19 17:00:10,10,2020-10-23 00:00:00,0.9351034915325109,10.049274784602108,13.415428435556848,6.654152520183219,7.364547014255642,4 days 00:00:00.000000000,0,3,14,83,15
2020-10-20 09:00:13,10,2020-10-23 00:00:00,0.9759311025080215,14.052202711058278,16.206594504439394,9.644328147017548,11.426572053292123,3 days 00:00:00.000000000,0,3,53,34,12
2020-10-20 15:30:57,23,2020-10-23 00:00:00,0.989341680369277,11.517076836092704,13.44710132142988,6.2878585601617845,8.812545770172237,3 days 00:00:00.000000000,0,4,19,25,12
2020-10-20 01:53:34,24,2020-10-23 00:00:00,0.9737168771412966,10.995830228190643,14.322878009138162,6.677083461247136,8.358900612421644,3 days 00:00:00.000000000,0,1,0,40,20
2020-10-20 12:00:11,10,2020-10-23 00:00:00,0.9908117471862875,13.28712668639714,15.058559930439715,7.908754738783246,11.315595848548998,3 days 00:00:00.000000000,0,3,15,31,7
2020-10-20 13:00:09,22,2020-10-23 00:00:00,0.9549306443213559,10.628472489944825,13.56732992848824,6.858565034791365,7.9017475185201445,3 days 00:00:00.000000000,0,10,10,61,18
2020-10-20 19:29:12,27,2020-10-23 00:00:00,0.9851273576841986,11.151582499896955,13.758151535768521,6.257667587882639,8.250097752572845,3 days 00:00:00.000000000,0,13,42,39,3
2020-10-19 14:01:25,2,2020-10-23 00:00:00,0.9469974984444642,11.247187516023597,15.365607936288322,7.643482907077201,9.364691031806107,4 days 00:00:00.000000000,0,2,5,76,28
2020-10-20 16:59:18,29,2020-10-23 00:00:00,0.9743520932372336,10.849317668987577,12.4809999709271,6.505784060128229,9.126523885883072,3 days 00:00:00.000000000,0,12,26,65,31
2020-10-20 13:02:01,28,2020-10-23 00:00:00,0.9487499257675633,10.398641006907823,13.6952834129044,6.760414691083428,7.789040401657477,3 days 00:00:00.000000000,0,18,39,34,22
2020-10-19 21:00:42,10,2020-10-23 00:00:00,0.9506834730698303,10.845485016753688,13.51795187194214,7.167809184316444,8.151044945685024,4 days 00:00:00.000000000,0,3,8,40,22
2020-10-22 03:33:11,24,2020-10-23 00:00:00,0.9683056417186204,10.374896443938328,13.81642613869229,6.246106765481563,6.932447891572509,1 days 00:00:00.000000000,0,2,44,97,27
2020-10-20 16:00:09,10,2020-10-23 00:00:00,0.981038299294157,10.073905204827259,12.94633716329296,5.424950017481403,7.369600720526409,3 days 00:00:00.000000000,0,3,46,55,23
2020-10-20 19:25:57,28,2020-10-23 00:00:00,0.9044178025948432,8.6652683094816,12.466261468516732,5.673323267171493,6.289715570908998,3 days 00:00:00.000000000,0,5,58,37,18
2020-10-20 13:00:11,28,2020-10-23 00:00:00,0.9068519658721084,9.984099329028517,13.537744492344256,6.9650803456014065,7.781973234434385,3 days 00:00:00.000000000,0,18,15,27,19
2020-10-20 10:00:04,10,2020-10-23 00:00:00,0.9789254910111191,10.770756093324689,13.47872787315901,6.2285110035911835,7.9208096792886,3 days 00:00:00.000000000,0,4,0,58,25
2020-10-20 16:03:02,10,2020-10-23 00:00:00,0.990611721258593,11.807205721450236,13.604747550458992,6.450470422144176,8.972463821059907,3 days 00:00:00.000000000,0,2,24,43,0
2020-10-20 17:32:25,22,2020-10-23 00:00:00,0.9937399431304693,11.41255249082344,13.025215710454026,5.648974238161206,7.954372272531867,3 days 00:00:00.000000000,0,28,47,15,0
2020-10-21 01:33:51,24,2020-10-23 00:00:00,0.9815398815475732,9.463508636396089,13.47945863299974,4.787491742782046,6.728628613084702,2 days 00:00:00.000000000,0,6,6,97,30
2020-10-20 11:51:51,27,2020-10-23 00:00:00,0.959135959339263,9.866460431699052,12.74674149710434,5.996452088619021,7.31455283232408,3 days 00:00:00.000000000,0,10,58,28,18
2020-10-20 13:15:00,24,2020-10-23 00:00:00,0.9564375605033882,9.403107186631676,12.785443440580334,5.598421958998375,7.400620577371135,3 days 00:00:00.000000000,0,12,4,39,12
2020-10-20 11:00:09,24,2020-10-23 00:00:00,0.9918190905424127,13.026552672358141,14.983633050946295,7.531552381407289,9.771440771615795,3 days 00:00:00.000000000,0,4,3,56,14
2020-10-20 17:12:24,24,2020-10-23 00:00:00,0.9255993386607881,8.158802490694002,14.69975071370526,4.90527477843843,5.840641657373398,3 days 00:00:00.000000000,0,2,1,48,18
2020-10-19 19:00:03,26,2020-10-23 00:00:00,0.9778673391273022,11.383329176799155,14.041909604399136,6.890609120147166,8.255568653283746,4 days 00:00:00.000000000,0,22,5,50,11
2020-10-20 08:00:04,10,2020-10-23 00:00:00,0.9322159491884262,10.910697017730893,13.549078430951369,7.560601162768557,8.57130251706327,3 days 00:00:00.000000000,0,4,5,20,14
2020-10-20 16:00:11,20,2020-10-23 00:00:00,0.9653096886932885,9.627931659882188,12.42459754728434,5.5909869805108565,7.670428522190693,3 days 00:00:00.000000000,0,1,27,52,18
2020-10-19 17:00:10,24,2020-10-23 00:00:00,0.9928646195144798,12.66665074369125,14.806075019682158,7.034387929915503,9.283219017388756,4 days 00:00:00.000000000,0,21,41,58,18
2020-10-20 21:36:59,28,2020-10-23 00:00:00,0.93849441937782,9.007367027451355,12.746164795819613,5.556828061699537,7.016609683894219,3 days 00:00:00.000000000,0,12,8,58,23
2020-10-18 21:26:20,22,2020-10-23 00:00:00,0.9270290936896916,11.282039518517859,14.393216583523442,8.00836557031292,8.330863613224745,5 days 00:00:00.000000000,0,8,37,54,18
2020-10-20 13:00:02,28,2020-10-23 00:00:00,0.892234668691855,10.123265446374036,13.938451822609089,7.257707677160043,7.659642954564682,3 days 00:00:00.000000000,0,18,50,32,36
2020-10-19 05:21:13,17,2020-10-23 00:00:00,0.881939564300773,9.502263438685219,13.984946956509098,6.733401891837359,7.684324067681155,4 days 00:00:00.000000000,0,7,8,99,3
2020-10-18 22:00:07,24,2020-10-23 00:00:00,0.9549524679167286,11.835668167107169,14.913224109555847,8.065265208897733,9.101083386039234,5 days 00:00:00.000000000,0,4,56,56,19
2020-10-18 23:41:51,24,2020-10-23 00:00:00,0.967325112854849,11.77429692908219,14.47877980536582,7.676473646389156,9.104090572133472,5 days 00:00:00.000000000,0,10,3,22,0
2020-10-19 17:00:00,23,2020-10-23 00:00:00,0.8847428324448927,9.478992518521158,13.270459192047515,6.684611727667927,7.424761761823209,4 days 00:00:00.000000000,0,3,12,93,29
2020-10-20 03:03:36,17,2020-10-23 00:00:00,0.9329143341232499,11.343571464800565,15.013567498020905,7.982757702011113,8.233768709217097,3 days 00:00:00.000000000,0,2,29,60,31
2020-10-20 12:15:11,17,2020-10-23 00:00:00,0.8967714528462192,9.097171673870545,13.098515258129078,6.186208623900494,7.878155336503324,3 days 00:00:00.000000000,0,15,20,83,21
2020-10-18 19:00:08,22,2020-10-23 00:00:00,0.9289091811414392,12.4004956831408,15.348480515675158,9.099743950634156,8.942460926820582,5 days 00:00:00.000000000,0,15,42,37,12
2020-10-19 09:00:15,10,2020-10-23 00:00:00,0.9838779196643637,14.0886534468649,16.780250337531687,9.276034475171546,12.543651412577868,4 days 00:00:00.000000000,0,4,42,26,0
2020-10-18 17:45:39,20,2020-10-23 00:00:00,0.9407240925908938,11.751430423397137,15.18724747174918,8.262816937670928,8.853236764745898,5 days 00:00:00.000000000,0,13,48,44,16
2020-10-19 09:00:01,24,2020-10-23 00:00:00,0.9721604353236236,12.630974300863489,16.221943282784302,8.370547611074752,10.963376337755056,4 days 00:00:00.000000000,0,3,47,28,10
2020-10-21 01:12:46,24,2020-10-23 00:00:00,0.983483626008543,9.254165851516213,13.150579531123796,4.465908118654584,6.131226489483141,2 days 00:00:00.000000000,0,4,49,97,31
2020-10-20 03:47:58,17,2020-10-23 00:00:00,0.9109374246152362,9.893639216481313,14.410643506062575,6.827629234502852,8.744966011114109,3 days 00:00:00.000000000,0,13,37,50,33
2020-10-20 01:16:56,25,2020-10-23 00:00:00,0.9028213166144201,7.507141079727608,12.225517365647965,4.532599493153256,6.6039438246004725,3 days 00:00:00.000000000,0,2,35,32,2
2020-10-19 19:18:54,1,2020-10-23 00:00:00,0.9987193015684046,11.615536203453724,12.859818696662801,4.2626798770413155,8.259975659768276,4 days 00:00:00.000000000,0,0,0,16,0
2020-10-19 16:00:09,26,2020-10-23 00:00:00,0.6858663891446184,9.955083301179778,13.351037208492658,8.274866820685254,7.97728198675515,4 days 00:00:00.000000000,0,17,43,70,33
2020-10-20 00:10:32,17,2020-10-23 00:00:00,0.926107836716874,9.778321076243234,14.359334885961822,6.517671272912275,7.913155185928068,3 days 00:00:00.000000000,0,15,20,45,32
2020-10-20 04:51:46,17,2020-10-23 00:00:00,0.8568257491675916,7.422373700986824,12.49324959042651,4.859812404361672,5.814130531825066,3 days 00:00:00.000000000,0,8,27,73,32
2020-10-18 23:32:35,10,2020-10-23 00:00:00,0.9705798830010791,9.761232504955258,12.871211221670807,5.556828061699537,6.466144724237619,5 days 00:00:00.000000000,0,2,18,32,9
2020-10-19 00:34:04,23,2020-10-23 00:00:00,0.9948406676783005,12.34607368975299,14.300350458432503,6.38856140554563,9.330520532232288,4 days 00:00:00.000000000,0,3,1,37,0
2020-10-19 15:00:14,27,2020-10-23 00:00:00,0.9782116527022582,11.535000019288539,14.027028391748509,7.026426808699636,9.27706400401909,4 days 00:00:00.000000000,0,3,24,20,7
2020-10-19 21:00:03,10,2020-10-23 00:00:00,0.9902220802045055,10.34631266940137,12.609044648432626,5.030437921392435,7.952263308657046,4 days 00:00:00.000000000,0,2,14,68,4
2020-10-19 18:00:03,27,2020-10-23 00:00:00,0.9897385361882625,11.439063616371772,13.798412210804212,6.171700597410915,9.601909374892236,4 days 00:00:00.000000000,0,19,49,14,0
2020-10-19 02:00:11,10,2020-10-23 00:00:00,0.9688667720609371,11.604547032017452,14.248123149179863,7.457609289715606,8.155936337972394,4 days 00:00:00.000000000,0,2,48,48,5
2020-10-18 09:46:41,10,2020-10-23 00:00:00,0.9737966186869593,12.706629727819365,15.434288317914802,8.384804003370492,9.734832186505988,5 days 00:00:00.000000000,0,2,44,73,5
2020-10-19 09:04:43,24,2020-10-23 00:00:00,0.9697949441249865,10.723025063923394,13.239346092889942,6.54534966033442,7.936660155225426,4 days 00:00:00.000000000,0,3,40,100,55
2020-10-18 13:31:09,23,2020-10-23 00:00:00,0.9427874952578518,11.698117896855866,14.942871936031677,8.173011311724972,9.279306576440906,5 days 00:00:00.000000000,0,13,21,28,42
2020-10-18 13:00:01,28,2020-10-23 00:00:00,0.9778465079479249,11.320480842405289,14.352770885753895,6.828712071641684,8.475120414994329,5 days 00:00:00.000000000,0,21,43,72,39
2020-10-18 10:04:45,10,2020-10-23 00:00:00,0.9771251132099884,12.160107237976545,14.881672655017073,7.700747794511798,9.248021438943871,5 days 00:00:00.000000000,0,3,51,79,17
2020-10-19 11:10:54,26,2020-10-23 00:00:00,0.9908822862327058,11.38256617874935,13.667019830345223,5.996452088619021,8.793612071589308,4 days 00:00:00.000000000,0,13,38,34,44
2020-10-19 16:00:02,23,2020-10-23 00:00:00,0.956845799135756,10.426350436912623,13.310940328360791,6.612041034833092,7.509335266016592,4 days 00:00:00.000000000,0,5,49,29,18
2020-10-19 23:22:14,17,2020-10-23 00:00:00,0.9458663229607807,9.26558584620216,13.52669851400175,5.683579767338681,6.359573868672378,4 days 00:00:00.000000000,0,1,58,70,21
2020-10-17 18:05:18,20,2020-10-23 00:00:00,0.959872,12.52673121692826,15.339995192251452,8.63817111796914,10.578445303895863,6 days 00:00:00.000000000,0,13,28,49,25
2020-10-19 23:03:45,28,2020-10-23 00:00:00,0.7155092592592592,8.910720661951359,12.626304848075835,7.113956109566034,6.498282149476434,4 days 00:00:00.000000000,0,8,26,60,7
2020-10-20 02:00:01,24,2020-10-23 00:00:00,0.9807618314736437,9.462654300590172,13.281667043478066,4.8283137373023015,6.706862336602747,3 days 00:00:00.000000000,0,5,50,98,32
2020-10-18 18:00:03,10,2020-10-23 00:00:00,0.9923133210692964,11.889064743696563,14.224463576235577,6.331501849893691,8.51097389160232,5 days 00:00:00.000000000,0,2,42,31,24
2020-10-19 04:51:39,17,2020-10-23 00:00:00,0.9046793760831889,7.6953031349635665,11.934591952416401,4.700480365792417,6.3473892096560105,4 days 00:00:00.000000000,0,5,40,93,35
2020-10-18 20:35:18,2,2020-10-23 00:00:00,0.8941630102380003,8.871084263978354,13.553303881079207,5.986452005284438,6.558197802812269,5 days 00:00:00.000000000,0,2,1,27,5
2020-10-19 13:00:04,27,2020-10-23 00:00:00,0.9654419789014187,9.981003994963956,12.727787762958243,5.940171252720432,8.021256180143997,4 days 00:00:00.000000000,0,3,52,62,14
2020-10-18 23:30:01,23,2020-10-23 00:00:00,0.9487233705132949,9.821843563495618,12.997321560423362,6.184148890937483,8.095293776844649,5 days 00:00:00.000000000,0,4,12,26,20
2020-10-19 14:31:30,24,2020-10-23 00:00:00,0.973521889574244,8.788593431293735,11.948615819863099,4.477336814478207,7.490529402060711,4 days 00:00:00.000000000,0,31,32,60,37
2020-10-18 07:14:30,24,2020-10-23 00:00:00,0.8004464934864983,11.564055746071835,15.899579252839995,9.36434818445553,9.464827539570322,5 days 00:00:00.000000000,0,12,57,34,41
2020-10-18 16:00:14,19,2020-10-23 00:00:00,0.9542215088282504,10.323414252585296,13.975825059495138,6.569481420414296,8.03073492409854,5 days 00:00:00.000000000,0,12,0,27,8
2020-10-19 03:45:03,20,2020-10-23 00:00:00,0.984633250083515,11.040999990161794,13.69216256662537,6.180016653652572,8.57828829077605,4 days 00:00:00.000000000,0,16,3,39,32
2020-10-18 06:53:45,17,2020-10-23 00:00:00,0.8906671461967272,9.260462981379394,13.610456156978767,6.410174881966167,8.429235912657095,5 days 00:00:00.000000000,0,9,20,94,5
2020-10-18 23:41:34,17,2020-10-23 00:00:00,0.9177890502011544,9.995519637982621,14.617794166444343,6.84587987526405,8.754002933494261,5 days 00:00:00.000000000,0,11,44,51,31
2020-10-18 21:00:03,1,2020-10-23 00:00:00,0.9848285223779295,10.1208946819984,12.747527372347804,5.247024072160486,7.200424892944957,5 days 00:00:00.000000000,0,8,40,34,21
2020-10-18 22:29:45,10,2020-10-23 00:00:00,0.895639534883721,10.169077378513093,13.232151875063893,7.269616749608169,8.261526448396468,5 days 00:00:00.000000000,0,3,21,37,11
2020-10-18 15:00:08,26,2020-10-23 00:00:00,0.9679557619368332,10.23131539091714,13.486559168736331,6.113682179832232,7.617759576608505,5 days 00:00:00.000000000,0,13,2,58,34
2020-10-17 15:29:50,24,2020-10-23 00:00:00,0.9611680041943967,11.660974711710935,14.772564274617643,7.738923757439457,9.925787060030896,6 days 00:00:00.000000000,0,14,27,72,21
